project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Richards Bay Gas to Power Plant 3,1,gas_power_plant,Phakwe Richards Bay Gas Power 3 Pty Ltd,Phakwe Group Pty Ltd,South Africa,pre-construction,2030,2000,,MW,point,-28.742,32.034,,https://www.gem.wiki/Richards_Bay_Gas_to_Power_Plant_3,pre-construction
Rovuma Gas power station,1,gas_power_plant,GL Africa Energy UK,GL Africa Energy UK,Mozambique,pre-construction,2023,250,,MW,point,-14.567,40.685,,https://www.gem.wiki/Rovuma_Gas_power_station,pre-construction
Sabha 2 power plant,GT,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2009,750,,MW,point,27.038,14.431,,https://www.gem.wiki/Sabha_2_power_plant,operating
Sabha power plant,GT1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,announced,,285,,MW,point,27.034,14.445,,https://www.gem.wiki/Sabha_power_plant,proposed_plus
Sabha power plant,GT2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,announced,,285,,MW,point,27.034,14.445,,https://www.gem.wiki/Sabha_power_plant,proposed_plus
Sabha power plant,GT3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,announced,,285,,MW,point,27.034,14.445,,https://www.gem.wiki/Sabha_power_plant,proposed_plus
Sagamu power station,1-1a,gas_power_plant,Sagamu Independent Power Plant Ltd,Sagamu Independent Power Plant Ltd,Nigeria,cancelled,,250,,MW,point,6.8322,3.6319,,https://www.gem.wiki/Sagamu_power_station,cancelled
Sagamu power station,1-1b,gas_power_plant,Sagamu Independent Power Plant Ltd,Sagamu Independent Power Plant Ltd,Nigeria,cancelled,,150,,MW,point,6.8322,3.6319,,https://www.gem.wiki/Sagamu_power_station,cancelled
Samnu Power plant,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1989,220,,MW,point,27.222,14.89,,https://www.gem.wiki/Samnu_Power_plant,operating
Sapele II power station,2-1,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2012,113,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,operating
Sapele II power station,2-2,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2012,113,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,operating
Sapele II power station,2-3,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2012,113,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,operating
Sapele II power station,2-4,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,operating,2012,113,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,operating
Sapele II power station,3-1,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2028,151,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,proposed_plus
Sapele II power station,3-2,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2028,151,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,proposed_plus
Sapele II power station,3-3,gas_power_plant,Ogorode Generation Co Ltd,Niger Delta Power Holding Co,Nigeria,announced,2028,151,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_II_power_station,proposed_plus
Sapele power station,1-GT11,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1981,75,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-GT12,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1981,75,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-GT13,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1981,75,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-GT14,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1981,75,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-ST1,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,operating,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,operating
Sapele power station,1-ST2,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,operating,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,operating
Sapele power station,1-ST3,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,operating,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,operating
Sapele power station,1-ST4,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-ST5,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,mothballed,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,mothballed_plus
Sapele power station,1-ST6,gas_power_plant,Sapele Power PLC,Sapele Power PLC,Nigeria,operating,1980,120,,MW,point,5.9261,5.645,,https://www.gem.wiki/Sapele_power_station,operating
Sarir power station,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2010,285,,MW,point,26.909,22.096,,https://www.gem.wiki/Sarir_power_station,operating
Sarir power station,2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2012,285,,MW,point,26.909,22.096,,https://www.gem.wiki/Sarir_power_station,operating
Sarir power station,3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2013,285,,MW,point,26.909,22.096,,https://www.gem.wiki/Sarir_power_station,operating
Secunda power station,CC1,gas_power_plant,Sasol Synfuels,Sasol Ltd,South Africa,operating,2011,280,,MW,point,-26.56,29.169,,https://www.gem.wiki/Secunda_power_station,operating
Sendou power station,1,gas_power_plant,National Electricity Company of Senegal; Barak Fund Management Ltd,National Electricity Company of Senegal; Barak Fund Management Ltd,Senegal,announced,,125,,MW,point,14.687,-17.214,,https://www.gem.wiki/Sendou_power_station,proposed_plus
Shoubra El-Kheima power plant,1,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1988,315,,MW,point,30.124,31.237,,https://www.gem.wiki/Shoubra_El-Kheima_power_plant,operating
Shoubra El-Kheima power plant,2,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1988,315,,MW,point,30.124,31.237,,https://www.gem.wiki/Shoubra_El-Kheima_power_plant,operating
Shoubra El-Kheima power plant,3,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1988,315,,MW,point,30.124,31.237,,https://www.gem.wiki/Shoubra_El-Kheima_power_plant,operating
Shoubra El-Kheima power plant,4,gas_power_plant,Cairo Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,1988,315,,MW,point,30.124,31.237,,https://www.gem.wiki/Shoubra_El-Kheima_power_plant,operating
Sidi Krir power plant,CC1,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2010,750,,MW,point,31.044,29.66,,https://www.gem.wiki/Sidi_Krir_power_plant,operating
Sidi Krir power plant,ST1,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2000,320,,MW,point,31.044,29.66,,https://www.gem.wiki/Sidi_Krir_power_plant,operating
Sidi Krir power plant,ST2,gas_power_plant,West Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2000,320,,MW,point,31.044,29.66,,https://www.gem.wiki/Sidi_Krir_power_plant,operating
Sidi Krir power plant,ST3,gas_power_plant,InterGen NV,InterGen NV,Egypt,operating,2002,341.25,,MW,point,31.044,29.66,,https://www.gem.wiki/Sidi_Krir_power_plant,operating
Sidi Krir power plant,ST4,gas_power_plant,InterGen NV,InterGen NV,Egypt,operating,2002,341.25,,MW,point,31.044,29.66,,https://www.gem.wiki/Sidi_Krir_power_plant,operating
Sirakoro power station,1,gas_power_plant,MAN Energy Solutions SE,MAN Energy Solutions SE,Mali,operating,2023,100,,MW,point,12.583,-7.8943,,https://www.gem.wiki/Sirakoro_power_station,operating
Skhira 1 power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,shelved,,450,,MW,point,34.298,10.066,,https://www.gem.wiki/Skhira_1_power_station,shelved
Skhira 2 power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,shelved,,450,,MW,point,34.298,10.066,,https://www.gem.wiki/Skhira_2_power_station,shelved
Skikda Combined-Cycle power plant,1,gas_power_plant,Shariket Kahraba Skikda SpA; Shariket Kahraba Skikda SpA,Sonatrach SpA; Sonelgaz SpA,Algeria,operating,2006,440,,MW,point,36.879,6.9366,,https://www.gem.wiki/Skikda_Combined-Cycle_power_plant,operating
Skikda Combined-Cycle power plant,2,gas_power_plant,Shariket Kahraba Skikda SpA; Shariket Kahraba Skikda SpA,Sonatrach SpA; Sonelgaz SpA,Algeria,operating,2006,440,,MW,point,36.879,6.9366,,https://www.gem.wiki/Skikda_Combined-Cycle_power_plant,operating
Skikda Steam Gas power plant,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1975,131,,MW,point,36.88,6.9351,,https://www.gem.wiki/Skikda_Steam_Gas_power_plant,operating
Skikda Steam Gas power plant,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1975,131,,MW,point,36.88,6.9351,,https://www.gem.wiki/Skikda_Steam_Gas_power_plant,operating
Somanga Fungu power station,1-1a,gas_power_plant,Kilwa Energy Co Ltd; Kilwa Energy Co Ltd,Kilwa Energy Co Ltd; Kilwa Energy Co Ltd,Tanzania,cancelled,,210,,MW,point,-8.4412,39.27,,https://www.gem.wiki/Somanga_Fungu_power_station,cancelled
Somanga Fungu power station,1-1b,gas_power_plant,Kilwa Energy Co Ltd; Kilwa Energy Co Ltd,Kilwa Energy Co Ltd; Kilwa Energy Co Ltd,Tanzania,cancelled,,110,,MW,point,-8.4412,39.27,,https://www.gem.wiki/Somanga_Fungu_power_station,cancelled
Somanga power station,1,gas_power_plant,Tanzania Electric Supply Company LTD (TANESCO),Tanzania Electric Supply Company LTD (TANESCO),Tanzania,cancelled,,250,,MW,point,-8.3868,39.278,,https://www.gem.wiki/Somanga_power_station,cancelled
Somolec power plant,1,gas_power_plant,Mauritanian Electricity Co,Mauritanian Electricity Co,Mauritania,operating,2015,180,,MW,point,18.047,-15.973,,https://www.gem.wiki/Somolec_power_plant,operating
Songon power station,1,gas_power_plant,Starenergi [50.0%]; Endeavor Energy [50.0%],Starenergi [50.0%]; Endeavor Energy [50.0%],Côte d'Ivoire,construction,2024,372,,MW,point,5.3167,-4.2494,,https://www.gem.wiki/Songon_power_station,construction_plus
Sousse A power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1975,160,,MW,point,35.785,10.679,,https://www.gem.wiki/Sousse_A_power_station,operating
Sousse A power station,2,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1980,160,,MW,point,35.785,10.679,,https://www.gem.wiki/Sousse_A_power_station,operating
Sousse B power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,1994,357,,MW,point,35.786,10.678,,https://www.gem.wiki/Sousse_B_power_station,operating
Sousse C power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2014,424,,MW,point,35.786,10.678,,https://www.gem.wiki/Sousse_C_power_station,operating
Sousse D power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2015,424,,MW,point,35.788,10.675,,https://www.gem.wiki/Sousse_D_power_station,operating
South Helwan power station,1,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2018,650,,MW,point,29.848,31.337,,https://www.gem.wiki/South_Helwan_power_station,operating
South Helwan power station,2,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2019,650,,MW,point,29.848,31.337,,https://www.gem.wiki/South_Helwan_power_station,operating
South Helwan power station,3,gas_power_plant,Upper Egypt Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2019,650,,MW,point,29.848,31.337,,https://www.gem.wiki/South_Helwan_power_station,operating
South Tripoli power station,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,100,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,100,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1994,100,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2016,100,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,5,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2016,100,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,6,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2017,74,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
South Tripoli power station,7,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2017,74,,MW,point,32.776,13.098,,https://www.gem.wiki/South_Tripoli_power_station,operating
Soyo power station,1-1,gas_power_plant,Sonagás,Sonagás,Angola,operating,2017,360,,MW,point,-6.1818,12.325,,https://www.gem.wiki/Soyo_power_station,operating
Soyo power station,1-2,gas_power_plant,Sonagás,Sonagás,Angola,operating,2017,360,,MW,point,-6.1818,12.325,,https://www.gem.wiki/Soyo_power_station,operating
Soyo power station,2-1,gas_power_plant,Sonagás,Sonagás,Angola,pre-construction,2024,360,,MW,point,-6.1818,12.325,,https://www.gem.wiki/Soyo_power_station,pre-construction
Soyo power station,2-2,gas_power_plant,Sonagás,Sonagás,Angola,pre-construction,2024,360,,MW,point,-6.1818,12.325,,https://www.gem.wiki/Soyo_power_station,pre-construction
Suez Gulf power plant,1,gas_power_plant,China Southern Power Grid Co Ltd [37.0%]; China General Nuclear Power Co Ltd [63.0%],China General Nuclear Power Group Co Ltd [63.0%]; China Southern Power Grid Co Ltd [37.0%],Egypt,operating,2003,341.25,,MW,point,29.368,32.175,,https://www.gem.wiki/Suez_Gulf_power_plant,operating
Suez Gulf power plant,2,gas_power_plant,China Southern Power Grid Co Ltd [37.0%]; China General Nuclear Power Co Ltd [63.0%],China General Nuclear Power Group Co Ltd [63.0%]; China Southern Power Grid Co Ltd [37.0%],Egypt,operating,2003,341.25,,MW,point,29.368,32.175,,https://www.gem.wiki/Suez_Gulf_power_plant,operating
Suez power plant,1,gas_power_plant,East Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,operating,2017,650,,MW,point,29.967,32.55,,https://www.gem.wiki/Suez_power_plant,operating
Sunon Asogli power station,1,gas_power_plant,Sunon Asogli Power Ghana LTD,Sunon Asogli Power Ghana LTD,Ghana,operating,2011,200,,MW,point,5.6803,0.047054,,https://www.gem.wiki/Sunon_Asogli_power_station,operating
Sunon Asogli power station,2,gas_power_plant,Sunon Asogli Power Ghana LTD,Sunon Asogli Power Ghana LTD,Ghana,operating,2017,360,,MW,point,5.6803,0.047054,,https://www.gem.wiki/Sunon_Asogli_power_station,operating
Supertek power station,1,gas_power_plant,Supertek Electric Ltd,Supertek Electric Ltd,Nigeria,announced,2030,100,,MW,point,7.5344,6.656,,https://www.gem.wiki/Supertek_power_station,proposed_plus
Supertek power station,2,gas_power_plant,Supertek Electric Ltd,Supertek Electric Ltd,Nigeria,announced,2030,100,,MW,point,7.5344,6.656,,https://www.gem.wiki/Supertek_power_station,proposed_plus
Supertek power station,3,gas_power_plant,Supertek Electric Ltd,Supertek Electric Ltd,Nigeria,announced,2030,100,,MW,point,7.5344,6.656,,https://www.gem.wiki/Supertek_power_station,proposed_plus
Supertek power station,4,gas_power_plant,Supertek Electric Ltd,Supertek Electric Ltd,Nigeria,announced,2030,100,,MW,point,7.5344,6.656,,https://www.gem.wiki/Supertek_power_station,proposed_plus
Supertek power station,5,gas_power_plant,Supertek Electric Ltd,Supertek Electric Ltd,Nigeria,announced,2030,100,,MW,point,7.5344,6.656,,https://www.gem.wiki/Supertek_power_station,proposed_plus
Tahaddart power plant,1,gas_power_plant,Energie Electrique de Tahaddart; Energie Electrique de Tahaddart; Energie Electrique de Tahaddart; Energie Electrique de Tahaddart,Endesa SA [32.0%]; Siemens AG [20.0%],Morocco,operating,2005,400,,MW,point,35.589,-5.9866,,https://www.gem.wiki/Tahaddart_power_plant,operating
Tahaddart power plant,2,gas_power_plant,Energie Electrique de Tahaddart; Energie Electrique de Tahaddart; Energie Electrique de Tahaddart; Energie Electrique de Tahaddart,Endesa SA [32.0%]; Siemens AG [20.0%],Morocco,construction,,457,,MW,point,35.589,-5.9866,,https://www.gem.wiki/Tahaddart_power_plant,construction_plus
Tahrir Petrochemicals Complex power plant,CC,gas_power_plant,Ministry of Petroleum and Mineral Resources (Egypt),Ministry of Petroleum and Mineral Resources (Egypt),Egypt,construction,2026,300,,MW,point,29.69,32.323,,https://www.gem.wiki/Tahrir_Petrochemicals_Complex_power_plant,construction_plus
Takoradi (TAPCO) 1 Thermal power plant,1,gas_power_plant,Takoradi Power Company,Takoradi Power Company,Ghana,operating,1999,330,,MW,point,4.9719,-1.6583,,https://www.gem.wiki/Takoradi_(TAPCO)_1_Thermal_power_plant,operating
Takoradi (TAPCO) 3 Thermal power plant,1,gas_power_plant,Volta River Authority,Volta River Authority,Ghana,operating,2013,132,,MW,point,4.9746,-1.658,,https://www.gem.wiki/Takoradi_(TAPCO)_3_Thermal_power_plant,operating
Takoradi (TICO) Thermal power plant,2,gas_power_plant,Takoradi International Co Ltd; Takoradi International Co Ltd,Abu Dhabi National Energy Company PJSC [90.0%],Ghana,operating,2014,320,,MW,point,4.9716,-1.6598,,https://www.gem.wiki/Takoradi_(TICO)_Thermal_power_plant,operating
Talkha Steam power plant,ST1,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1995,210,,MW,point,31.062,31.393,,https://www.gem.wiki/Talkha_Steam_power_plant,retired
Talkha Steam power plant,ST2,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1995,210,,MW,point,31.062,31.393,,https://www.gem.wiki/Talkha_Steam_power_plant,retired
Talkha power plant,1-1,gas_power_plant,Middle Delta Electricity Production Co,Egyptian Electricity Holding Co,Egypt,retired,1989,290,,MW,point,31.062,31.393,,https://www.gem.wiki/Talkha_power_plant,retired
Tamanrasset power plant,1,gas_power_plant,Sonelgaz SpA,Sonelgaz SpA,Algeria,construction,,160,,MW,point,22.797,5.6314,,https://www.gem.wiki/Tamanrasset_power_plant,construction_plus
Tan Tan power plant,1,gas_power_plant,Office National de l'Electricité et de l'Eau Potable (Morocco),Office National de l'Electricité et de l'Eau Potable (Morocco),Morocco,operating,2009,116,,MW,point,28.439,-11.097,,https://www.gem.wiki/Tan_Tan_power_plant,operating
Tasiast Mine power plant,Phase 2,gas_power_plant,Kinross Gold Corp,Kinross Gold Corp,Mauritania,operating,,60,,MW,point,20.541,-15.529,,https://www.gem.wiki/Tasiast_Mine_power_plant,operating
Tegeta (Diesel) power station,1,gas_power_plant,VIP Engineering And Marketing Ltd [30.0%]; Mechmar Corporation (Malaysia) Bhd [70.0%],VIP Engineering And Marketing Ltd [30.0%]; Mechmar Corporation (Malaysia) Bhd [70.0%],Tanzania,operating,2002,100,,MW,point,-6.6744,39.188,,https://www.gem.wiki/Tegeta_(Diesel)_power_station,operating
Tema CENIT Thermal power plant (TCTPP),1,gas_power_plant,CENIT Energy Limited (CEL),CENIT Investment Ltd,Ghana,operating,2012,110,,MW,point,5.6745,0.012238,,https://www.gem.wiki/Tema_CENIT_Thermal_power_plant_(TCTPP),operating
Tema Thermal Power Complex,1,gas_power_plant,Volta River Authority,Volta River Authority,Ghana,operating,2008,110,,MW,point,5.674,0.010585,,https://www.gem.wiki/Tema_Thermal_Power_Complex,operating
Tema Thermal Power Complex,2,gas_power_plant,Volta River Authority,Volta River Authority,Ghana,operating,2010,80,,MW,point,5.674,0.010585,,https://www.gem.wiki/Tema_Thermal_Power_Complex,operating
Temane power station,1,gas_power_plant,Temane Energy Consortium; Temane Energy Consortium; Temane Energy Consortium,CDC Group PLC,Mozambique,construction,2024,450,,MW,point,-21.755,35.063,,https://www.gem.wiki/Temane_power_station,construction_plus
Terga power plant,1,gas_power_plant,Shariket Kahraba Terga SpA,Shariket Kahraba Terga SpA,Algeria,operating,2012,400,,MW,point,35.461,-1.2281,,https://www.gem.wiki/Terga_power_plant,operating
Terga power plant,2,gas_power_plant,Shariket Kahraba Terga SpA,Shariket Kahraba Terga SpA,Algeria,operating,2012,400,,MW,point,35.461,-1.2281,,https://www.gem.wiki/Terga_power_plant,operating
Terga power plant,3,gas_power_plant,Shariket Kahraba Terga SpA,Shariket Kahraba Terga SpA,Algeria,operating,2012,400,,MW,point,35.461,-1.2281,,https://www.gem.wiki/Terga_power_plant,operating
Thika Power Plant,1,gas_power_plant,Thika Power Ltd,A.P. Møller Capital P/S,Kenya,operating,2013,87,,MW,point,-1.06,37.05,,https://www.gem.wiki/Thika_Power_Plant,operating
Thyna power station,1,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2004,120,,MW,point,34.687,10.642,,https://www.gem.wiki/Thyna_power_station,operating
Thyna power station,2,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2007,123,,MW,point,34.687,10.642,,https://www.gem.wiki/Thyna_power_station,operating
Thyna power station,3,gas_power_plant,Tunisian Company of Electricity and Gas,Tunisian Company of Electricity and Gas,Tunisia,operating,2010,123,,MW,point,34.687,10.642,,https://www.gem.wiki/Thyna_power_station,operating
Tiaret power plant,2-1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1988,100,,MW,point,35.34,1.3562,,https://www.gem.wiki/Tiaret_power_plant,operating
Tiaret power plant,2-2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1989,100,,MW,point,35.34,1.3562,,https://www.gem.wiki/Tiaret_power_plant,operating
Tiaret power plant,2-3,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1989,100,,MW,point,35.34,1.3562,,https://www.gem.wiki/Tiaret_power_plant,operating
Tilghemt I power plant,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1988,100,,MW,point,33.132,3.3458,,https://www.gem.wiki/Tilghemt_I_power_plant,operating
Tilghemt I power plant,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,1988,100,,MW,point,33.132,3.3458,,https://www.gem.wiki/Tilghemt_I_power_plant,operating
Tilghemt I power plant,CC,gas_power_plant,Iberia [50.0%]; Algerian Energy Company SpA [50.0%],Iberia [50.0%]; Algerian Energy Company SpA [50.0%],Algeria,operating,2011,130,,MW,point,32.934,3.2648,,https://www.gem.wiki/Tilghemt_I_power_plant,operating
Tilghemt II power plant,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2018,184,,MW,point,33.141,3.3659,,https://www.gem.wiki/Tilghemt_II_power_plant,operating
Tilghemt II power plant,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2018,184,,MW,point,33.141,3.3659,,https://www.gem.wiki/Tilghemt_II_power_plant,operating
Tilghemt III power plant,1,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2015,197,,MW,point,33.137,3.3686,,https://www.gem.wiki/Tilghemt_III_power_plant,operating
Tilghemt III power plant,2,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2015,197,,MW,point,33.137,3.3686,,https://www.gem.wiki/Tilghemt_III_power_plant,operating
Tilghemt III power plant,3,gas_power_plant,Société Algérienne de Production de l'Electricité SpA,Sonelgaz SpA,Algeria,operating,2016,197,,MW,point,33.137,3.3686,,https://www.gem.wiki/Tilghemt_III_power_plant,operating
Tobruk Thermal power station,ST1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1985,65,,MW,point,32.06,23.981,,https://www.gem.wiki/Tobruk_Thermal_power_station,operating
Tobruk Thermal power station,ST2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,1985,65,,MW,point,32.06,23.981,,https://www.gem.wiki/Tobruk_Thermal_power_station,operating
Tobruk power station,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2022,185,,MW,point,32.059,23.981,,https://www.gem.wiki/Tobruk_power_station,operating
Tobruk power station,2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,,185,,MW,point,32.059,23.981,,https://www.gem.wiki/Tobruk_power_station,construction_plus
Tobruk power station,3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,,185,,MW,point,32.059,23.981,,https://www.gem.wiki/Tobruk_power_station,construction_plus
Tobruk power station,4,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,construction,,185,,MW,point,32.059,23.981,,https://www.gem.wiki/Tobruk_power_station,construction_plus
Tobène power station,1,gas_power_plant,Tobene Power SA; Tobene Power SA; Tobene Power SA,Actis LLP,Senegal,operating,2016,115,,MW,point,15.007,-16.862,,https://www.gem.wiki/Tobène_power_station,operating
Tororo power station,1,gas_power_plant,Electro-Maxx (U) Ltd,Electro-Maxx (U) Ltd,Uganda,operating,,89,,MW,point,0.63733,34.117,,https://www.gem.wiki/Tororo_power_station,operating
Tè-Power power plant,1,gas_power_plant,"Energie, Environnement et Mines SA; Endeavor Energy","Energie, Environnement et Mines SA; Endeavor Energy",Guinea,construction,,50,,MW,point,9.5702,-13.662,,https://www.gem.wiki/Tè-Power_power_plant,construction_plus
UN power station,1,gas_power_plant,,,Somalia,operating,,65,,MW,point,-0.37384,42.461,,https://www.gem.wiki/UN_power_station,operating
Ubari power station,1,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2021,160,,MW,point,26.564,12.679,,https://www.gem.wiki/Ubari_power_station,operating
Ubari power station,2,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2021,160,,MW,point,26.564,12.679,,https://www.gem.wiki/Ubari_power_station,operating
Ubari power station,3,gas_power_plant,General Electricity Company of Libya,General Electricity Company of Libya,Libya,operating,2021,160,,MW,point,26.564,12.679,,https://www.gem.wiki/Ubari_power_station,operating
