project,unit,type,owner,parent,countries,status_tabular,start_year,capacity,production,units,geom,lat,lng,route,url,status
Bu-Attifel-Intesar Gas Pipeline,,gas_pipeline,,Eni S.p.A. [50.00%]; Libyan National Oil Corporation [50.00%],Libya,operating,,11.32,,bcm/y,line,nan,nan,"28.879617,22.067954:28.900025,21.560996:28.889821,21.193888:28.884719,21.129789",https://www.gem.wiki/Bu-Attifel-Intesar_gas_pipeline,operating
Cyprus–Egypt Gas Pipeline,,gas_pipeline,,Chevron [35.00%]; Shell [35.00%]; Delek Group [30.00%],"Cyprus, Egypt",proposed,2,8,,bcm/y,line,nan,nan,"33.0944,32.9833:31.469,31.7473",https://www.gem.wiki/Cyprus%E2%80%93Egypt_Gas_Pipeline,proposed_plus
Defa-Brega Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [100.00%],Libya,operating,,,,,line,nan,nan,"27.9894,19.9051:27.9921,19.8986:28.0758,19.9204:28.1712,19.9219:28.2912,19.9177:28.2983,19.9218:28.3046,19.922:28.3782,19.9365:28.3923,19.9355:28.5093,19.8943:28.6196,19.8961:28.8116,19.8018:28.9162,19.7701:28.9384516,19.781:28.9833,19.7798:29.0027,19.7948:29.0667,19.8144:29.1246,19.8175:29.1452,19.8234:29.2898,19.8141:29.4575,19.8145:29.4964,19.8126:29.774,19.8831:29.8705,19.8173:30.2585,19.7163:30.3963,19.6064:30.4102,19.6091",https://www.gem.wiki/Defa-Brega_gas_pipeline,operating
Egbin Node-Alagbado Gas Pipeline,,gas_pipeline,,Nigerian National Petroleum Corporation [100.00%],Nigeria,operating,,1.6,,bcm/y,line,nan,nan,"6.572643,3.615225:6.669111,3.641602:6.686974,3.642801:6.707217,3.567266:6.735795,3.416196:6.738176,3.35385:6.736986,3.314284:6.729841,3.275917",https://www.gem.wiki/Egbin_Node-Alagbado_gas_pipeline,operating
El Aricha-Beni Saf Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,2,4.5,,bcm/y,line,nan,nan,"34.1767641,-1.2900539:35.2861743,-1.466983",https://www.gem.wiki/El_Aricha-Beni_Saf_Gas_Pipeline,operating
El Borma-Gabes Gas Pipeline,,gas_pipeline,,Tunisian Company of Electricity and Gas [100.00%],"Algeria, Tunisia",operating,1972,28.8,,MMcf/d,line,nan,nan,"31.6455,9.1736:31.8724,9.7587:32.578,9.6863:33.0481,9.7802:33.5292,9.6888:33.5813,9.6914:33.6354,9.735:33.8586,9.797:33.9183,10.085",https://www.gem.wiki/El_Borma-Gabes_Gas_Pipeline,operating
El Noubareya Gas Pipeline,,gas_pipeline,,Egyptian Natural Gas Holding Company [100.00%],Egypt,operating,2,,,,line,nan,nan,"30.7634,30.6968:30.2167,30.9667:30.199722,31.205278:30.128611,31.242222:30.145278,31.234444",https://www.gem.wiki/El_Noubareya_Gas_Pipeline,operating
El Oued-Taleb El Arbi Gas Pipeline,,gas_pipeline,,Government of Togo [100.00%],Algeria,cancelled,2,,,,line,nan,nan,"33.368489,6.85682:33.559386,6.988211:33.728865,7.514058",https://www.gem.wiki/El_Oued-Taleb_El_Arbi_Gas_Pipeline,cancelled
El Tina Gas Pipeline,,gas_pipeline,,Egyptian Natural Gas Holding Company [100.00%],Egypt,construction,2,,,,line,nan,nan,"31.250192616195203,32.29997854232865:30.5965,32.2715:30.7327,31.7195:30.3292,31.2168:30.147828,31.228328",https://www.gem.wiki/El_Tina_Gas_Pipeline,construction_plus
El Tina- Abu Sultan- New Administrative Capital Gas Pipeline,,gas_pipeline,,Egyptian Natural Gas Holding Company [100.00%],Egypt,operating,2,,,,line,nan,nan,"31.250155927426434,32.30006437301402:30.4024635,32.3093344:29.9082594,31.7545438",https://www.gem.wiki/El_Tina_Abou_Sultan_New_Administrative_Capital_Gas_Pipeline,operating
El Wasta–Beni Suef Gas Pipeline,,gas_pipeline,,Egyptian Natural Gas Holding Company [100.00%],Egypt,operating,2,,,,line,nan,nan,"29.337222,31.203611:29.066667,31.083333",https://www.gem.wiki/El_Wasta%E2%80%93Beni_Suef_Gas_Pipeline,operating
Escravos-Egbin Gas Pipeline,,gas_pipeline,,Nigerian National Petroleum Corporation [100.00%],Nigeria,operating,,10.28,,bcm/y,line,nan,nan,"5.611742,5.154702:5.69049,5.06358:5.778769,4.931694:5.845567,4.907714:5.933822,4.838174:6.00537,4.747052:6.057833,4.619961:6.191351,4.357987:6.320068,4.082224:6.386798,3.909572:6.429691,3.789076:6.460668,3.640403:6.46305,3.580455:6.494024,3.585251:6.575025,3.614026",https://www.gem.wiki/Escravos-Egbin_gas_pipeline,operating
Escravos-Lagos Pipeline System (ELPS),,gas_pipeline,,Nigerian National Petroleum Corporation [100.00%],Nigeria,operating,1989,1100,,MMcf/d,line,nan,nan,"4.977061,6.254675:5.204229,6.27304:5.298598,6.267676:5.338941,6.242708:5.373722,6.188721:5.421146,6.074395:5.490695,5.925137:5.574694,5.713047:5.723966,5.702651:5.869837,5.691923:6.038785,5.682982:6.184572,5.674042:6.304512,5.662376:6.372065,5.64219:6.409197,5.594219:6.461813,5.51664:6.506787,5.390909:6.591727,5.164592:6.661666,4.96845:6.723636,4.757489:6.731595,4.636519:6.731595,4.410202:6.706622,3.982714:6.704664,3.704414:6.704664,3.490649:6.717337,3.281849;5.574694,5.713047:5.582602,5.673737:5.603801,5.620485:5.637112,5.559626:5.668908,5.427259:5.667394,5.317713:5.641655,5.238596:5.611385,5.201265",https://www.gem.wiki/Escravos%E2%80%93Lagos_Pipeline_System,operating
Escravos-Lagos Pipeline System (ELPS),Expansion (ELPS II),gas_pipeline,,Nigerian National Petroleum Corporation [100.00%],Nigeria,operating,2,1100,,MMcf/d,line,nan,nan,"6.5027996,3.3683804:7.3711725,3.9471174:7.5291285,4.5156164:7.2839985,5.1939794:7.0659925,5.6515804:5.5545046,5.7759844",https://www.gem.wiki/Escravos%E2%80%93Lagos_Pipeline_System,operating
Escravos-Warri-Oben Gas Pipeline,,gas_pipeline,,Nigerian National Petroleum Corporation [100.00%],Nigeria,operating,,150,,MMcf/d,line,nan,nan,"5.61,5.204:5.566,5.713:5.99369,5.8995",https://www.gem.wiki/Escravos-Warri-Oben_Gas_Pipeline,operating
Ethiopia–Djibouti Gas Pipeline,,gas_pipeline,,Golden Concord Group [100.00%],"Djibouti, Ethiopia",proposed,2,12,,bcm/y,line,nan,nan,"6.081716,43.811535:7.178823,42.361503:9.604572,41.928722:10.677035,42.58103:11.49563,43.228",https://www.gem.wiki/Ethiopia%E2%80%93Djibouti_Gas_Pipeline,proposed_plus
Farigh-Intesar Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [59.18%]; ConocoPhillips [16.33%]; TotalEnergies [16.33%]; Hess Corporation [8.16%],Libya,operating,,7.08,,bcm/y,line,nan,nan,"28.88727,21.122506:28.928079,20.994309",https://www.gem.wiki/Faregh-Intesar_gas_pipeline,operating
GALSI Pipeline,,gas_pipeline,,Electricite de France [20.68%]; Other [19.99%]; Government of Italy [16.54%]; Sonatrach [unknown %],"Algeria, Italy",shelved,2,8,,bcm/y,line,nan,nan,"42.9568,10.6023:42.8375,10.6027:42.7834,10.6065:42.7445,10.6065:42.6886,10.5536:42.6652,10.5552:42.6171,10.5256:42.5704,10.4821:42.5207,10.4635:42.4679,10.42:42.427,10.3679:42.3428,10.2808:42.3007,10.2267:42.2436,10.1996:42.1865,10.0884:42.1444,10.0373:42.0813,10.0193:41.9851,9.9742:41.931,9.9471:41.8649,9.9201:41.7777,9.881:41.7146,9.8569:41.6517,9.8593:41.4291,9.8854:41.3244,9.8953:41.2622,9.8887:41.2033,9.8723:41.1084,9.8462:41.1018,9.8331:41.056,9.7873:41.0102,9.7349:40.9284,9.6465:40.804,9.473:40.768,9.4109:40.7418,9.3192:40.7353,9.2799:40.696,9.221:40.6567,9.1621:40.5847,9.0672:40.5421,9.0116:40.5127,8.9461:40.4701,8.9265:40.4211,8.8708:40.3065,8.861:40.2672,8.8545:40.2312,8.7955:40.1821,8.7988:40.1527,8.8381:40.1036,8.8741:40.0414,8.8806:39.9792,8.8806:39.9465,8.8512:39.8876,8.8217:39.7305,8.789:39.6683,8.7955:39.6192,8.8283:39.5112,8.8381:39.4653,8.8577:39.4097,8.8806:39.3115,8.9036:39.2395,8.7759:39.2133,8.717:39.2068,8.6515:39.1511,8.5403:39.1086,8.5075:39.0464,8.5304:38.9548,8.5926:38.8886,8.5432:38.8419,8.5004:38.7893,8.4868:38.7329,8.4829:38.5058,8.4653:38.3859,8.4575:38.3416,8.4419:38.2842,8.4236:38.2269,8.4158:38.1226,8.408:38.06,8.4027:38,8.3949:37.8957,8.3715:37.8358,8.3558:37.7784,8.348:37.6741,8.3428:37.6115,8.3402:37.5453,8.3392:37.4498,8.3356:37.3853,8.3243:37.3348,8.2907:37.2422,8.2261:37.1889,8.2037:37.0766,8.1504:37.0374,8.1083:36.9925,8.0634:36.9532,8.0494:36.8666,7.9457:36.8351,7.9185",https://www.gem.wiki/GALSI_Pipeline,shelved
GR-4 Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,,12,,bcm/y,line,nan,nan,"29.6963,6.7133:29.7476,6.596:30.8708,6.464:31.7917,5.9015:31.8834,5.7715:31.9547,5.2074:32.3079,4.3567:32.9361,3.2516",https://www.gem.wiki/GR-4_Gas_Pipeline,operating
GR-5 Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,2,8.8,,bcm/y,line,nan,nan,"27.16603,0.765564:28.511334,0.862661:29.090823,2.215693:30.4219,2.9551:31.0414,3.0778:31.4653,3.0446:31.8042,2.9625:32.6619,3.1114:32.9361,3.2516",https://www.gem.wiki/GR-5_Gas_Pipeline,operating
GR-7 Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,2,4,,bcm/y,line,nan,nan,"30.8570627,0.4929102:30.7727772,1.8558497:30.4219,2.9551:31.0414,3.0778:31.4653,3.0446:31.8042,2.9625:32.6619,3.1114:32.9361,3.2516",https://www.gem.wiki/GR-7_Gas_Pipeline,operating
GasNosu North–South Gas Pipeline,,gas_pipeline,,Transgaz [100.00%],"Mozambique, South Africa",proposed,,,,,line,nan,nan,"-10.775229,40.472306:-15.11465890355538,39.26490544547393:-19.374273631226753,34.41652144787818:-19.97849888380094,33.82575197572085:-20.80909943291108,33.88686605904747:-21.657697508249694,34.51278202836165:-23.688267886954105,34.87054606597257:-25.853724558191256,32.311991130330824",https://www.gem.wiki/GasNosu_North%E2%80%93South_Gas_Pipeline,proposed_plus
Gassi Touil-Hassi Messaoud Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1976,630,,MMcf/d,line,nan,nan,"30.4758,6.4776:30.5364,6.5094:30.8708,6.464:31.6038,6.0677:31.671,6.0556",https://www.gem.wiki/Gassi_Touil-Hassi_Messaoud_Gas_Pipeline,operating
Ghana–Cote d'Ivoire Gas Pipeline,,gas_pipeline,,Ghana National Gas Company [100.00%],Ghana,cancelled,,150,,MMcf/d,line,nan,nan,"4.979945,-2.530492:5.0926,-3.10621",https://www.gem.wiki/Ghana%E2%80%93C%C3%B4te_d%27Ivoire_Gas_Pipeline,cancelled
Greenstream Gas Pipeline,,gas_pipeline,,Eni S.p.A. [unknown %]; Libyan National Oil Corporation [unknown %],"Libya, Italy",operating,2,20,,MMcf/d,line,nan,nan,"32.9141632,12.113564:33.0166786,12.1708807:33.8126322,12.8600601:34.739627,13.2240632:35.0550965,13.5880664:35.3608592,13.723961:35.4443743,13.7917104:35.8269024,13.7428771:35.8675969,13.6940437:36.0466527,13.6994696:36.2284214,13.9463495:36.2772547,13.9707662:36.4535975,13.9951829:36.6272273,14.0901367:36.7782295,14.1016139:36.977031,14.1612543:37.0493225,14.2642696",https://www.gem.wiki/Greenstream_Pipeline,operating
Haoudh El Hamra-Arzew Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,,,,,line,nan,nan,"32.0173,5.7348:31.9547,5.2074:32.3079,4.3567:32.9361,3.2516:33.7654,2.8099:33.9366,2.6152:34.6854,2.1151:34.9698,1.5699:35.3447,1.3004:35.727,0.7192:35.6148,-0.0411:35.8093,-0.2617",https://www.gem.wiki/Haoudh_El_Hamra-Arzew_Gas_Pipeline,operating
Hassi Messaoud-El Oued gas pipeline,,gas_pipeline,,Government of Togo [100.00%],Algeria,cancelled,,,,,line,nan,nan,"30.982303,5.7458:33.101543,6.084534:33.358046,6.849926",https://www.gem.wiki/Hassi_Messaoud-El_Oued_gas_pipeline,cancelled
Hassi R'Mel-Arzew Gas Pipeline,Pipeline III,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1989,40.65,,bcm/y,line,nan,nan,"32.34731415,3.331794904:35.29040295,1.069974237:35.84376217,-0.3388151977",https://www.gem.wiki/Hassi_R'Mel-Arzew_Gas_Pipeline,operating
Hassi R'Mel-Arzew Gas Pipeline,Pipeline IV,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1987,11.25,,bcm/y,line,nan,nan,"32.34731415,3.331794904:35.29040295,1.069974237:35.84376217,-0.3388151977",https://www.gem.wiki/Hassi_R'Mel-Arzew_Gas_Pipeline,operating
Hassi R'Mel-Arzew Gas Pipeline,Pipeline II,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1982,40.65,,bcm/y,line,nan,nan,"32.34731415,3.331794904:35.29040295,1.069974237:35.84376217,-0.3388151977",https://www.gem.wiki/Hassi_R'Mel-Arzew_Gas_Pipeline,operating
Hassi R'Mel-Arzew Gas Pipeline,Mainline,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1961,652.33,,MMcf/d,line,nan,nan,"32.34731415,3.331794904:35.29040295,1.069974237:35.84376217,-0.3388151977",https://www.gem.wiki/Hassi_R'Mel-Arzew_Gas_Pipeline,operating
Hassi R'Mel-Arzew Gas Pipeline,Pipeline I,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1979,40.65,,bcm/y,line,nan,nan,"32.34731415,3.331794904:35.29040295,1.069974237:35.84376217,-0.3388151977",https://www.gem.wiki/Hassi_R'Mel-Arzew_Gas_Pipeline,operating
Hassi R'Mel-El Aricha Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,,11.47,,bcm/y,line,nan,nan,"32.34731415,3.331794904:34.481,-1.2648",https://www.gem.wiki/Hassi_R%27Mel-El_Aricha_gas_pipeline,operating
Hassi R'Mel-Isser Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1981,11.3,,bcm/y,line,nan,nan,"32.928,3.291:34.33,3.614:35.56,3.007:36.71,3.664",https://www.gem.wiki/Hassi_R'mel-Isser_Gas_Pipeline,operating
Hassi R'Mel-Skikda Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,1978,20.47,,bcm/y,line,nan,nan,"32.972,3.283:35.751,5.67:36.37,6.669:36.88,6.947",https://www.gem.wiki/Hassi_R'Mel-Skikda_Gas_Pipeline,operating
Hassi R'Mel-Skikda II Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,2,20.47,,bcm/y,line,nan,nan,"32.972,3.283:36.88,6.947",https://www.gem.wiki/Hassi_R%27Mel-Skikda_Gas_Pipeline,operating
Hassi R'Mel-Skikda-El Kala Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,2,9,,bcm/y,line,nan,nan,"32.9361073,3.2516514:36.8739242,6.8927595:36.8882698,8.4205565",https://www.gem.wiki/Hassi_R%27Mel-Skikda-El_Kala_gas_pipeline,operating
Ibadan–Jebba Gas Pipeline,,gas_pipeline,,Helios Investment Partners [100.00%],Nigeria,proposed,,,,,line,nan,nan,"7.375851595478923,3.92785869736806:8.479543677660322,4.541223491860344:9.224720078296858,4.81821305582939",https://www.gem.wiki/Ibadan%E2%80%93Jebba_Gas_Pipeline,proposed_plus
Ilizi-Djanet Gas Pipeline,,gas_pipeline,,Government of Togo [100.00%],Algeria,operating,2,,,,line,nan,nan,"26.474467,8.482108:24.55108,9.495597",https://www.gem.wiki/Ilizi-Djanet_Gas_Pipeline,operating
In Salah Gas Pipeline,,gas_pipeline,,Sonatrach [35.00%]; BP [33.15%]; Equinor [31.85%],Algeria,operating,2,9,,bcm/y,line,nan,nan,"27.5595,2.4846:28.0665,2.1336:28.573121,2.404:29.090823,2.215693:30.4219,2.9551:31.0414,3.0778:31.4653,3.0446:31.8042,2.9625:32.6619,3.1114:32.9361,3.2516",https://www.gem.wiki/In_Salah_Gas_Pipeline,operating
Intesar-Brega Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [81.00%]; Occidental Petroleum [14.25%]; OMV Group [4.75%],Libya,operating,,42.48,,bcm/y,line,nan,nan,"28.925529,20.987025:29.063142,20.768509:29.259051,20.515029:29.482488,20.244069:29.52306,20.203279:29.604155,20.019725:29.669997,19.914837:29.776267,19.903183:29.819249,19.897355:30.197697,19.754591:30.265664,19.716715:30.341128,19.658444:30.408996,19.590704",https://www.gem.wiki/Intesar-Brega_gas_pipeline,operating
Intisar–Sarir Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [59.18%]; ConocoPhillips [16.33%]; TotalEnergies [16.33%]; Hess Corporation [8.16%],Libya,operating,2,,,,line,nan,nan,"29.043247083185996,20.77713405899289:28.22,19.13",https://www.gem.wiki/Intisar%E2%80%93Sarir_Gas_Pipeline,operating
Israel–Egypt Offshore Gas Pipeline,,gas_pipeline,,Israel Natural Gas Lines [100.00%],"Israel, Egypt",proposed,,10,,bcm/y,line,nan,nan,"31.303254,30.326837:31.518646,30.318448:31.943372,30.952831:31.982598,31.14761:31.94743,31.35321:32.040761,31.557457:32.056993,31.72383:32.211576,31.824771:32.253124,32.302756:32.259887,32.795113:32.34289,32.913537:32.474955,33.157618:32.531766,34.24919:32.597214,34.517864:32.592634,34.719905:32.597214,34.801515;32.34289,32.913537:32.614496,32.862069:32.776057,32.865639:32.877814,32.914732:33.17148,33.271773",https://www.gem.wiki/Israel%E2%80%93Egypt_Offshore_Gas_Pipeline,proposed_plus
Israel–Egypt Onshore Gas Pipeline,,gas_pipeline,,Israel Natural Gas Lines [100.00%],"Israel, Egypt",construction,2,5,,bcm/y,line,nan,nan,"31.154678,34.808088:31.154678,34.808088:31.144819,34.803627:31.138035,34.804149:31.132817,34.805192:31.123424,34.808845:31.118206,34.811976:31.11351,34.814063:31.110379,34.817194:31.106726,34.819803:31.103073,34.822412:31.09942,34.823978:31.094724,34.825543:31.091593,34.827109:31.088027,34.828703:31.086458,34.830097:31.084192,34.831491:31.081926,34.832537:31.078789,34.833931:31.075477,34.834629:31.072166,34.835849:31.069377,34.836371:31.067808,34.836197:31.06502,34.836371:31.062405,34.836197:31.060488,34.835151:31.058397,34.833583:31.055259,34.829923:31.05003,34.822428:31.045324,34.816328:31.043582,34.814236:31.04149,34.811099:31.040096,34.808659:31.038527,34.806393:31.034693,34.801687:31.030858,34.798201:31.028069,34.79611:31.025106,34.794018:31.021446,34.791229:31.018657,34.788266:31.014474,34.78478:31.008897,34.778506:31.003668,34.772928:31.001054,34.769442:30.999659,34.767002:30.998265,34.765434:30.995651,34.764039:30.988505,34.759856:30.986064,34.758811:30.984496,34.757416:30.983101,34.75515:30.980138,34.748527:30.976304,34.739464:30.974561,34.734932:30.974038,34.732666:30.973167,34.730401:30.972121,34.726915:30.971249,34.724997:30.969681,34.722557:30.968286,34.720292:30.964103,34.71454:30.96114,34.708962:30.959049,34.704605:30.957655,34.700771:30.955912,34.698156:30.954517,34.693973:30.95382,34.690662:30.953471,34.686478:30.953471,34.683167:30.95382,34.68003:30.954692,34.674104:30.956086,34.666609:30.957132,34.659811:30.958875,34.65406:30.960095,34.650225:30.961663,34.646739:30.962883,34.644125:30.964626,34.641685:30.965498,34.639593:30.966021,34.636107:30.966021,34.63297:30.965498,34.628787:30.963406,34.623558:30.959397,34.617109:30.953297,34.608743:30.95016,34.604909:30.947197,34.59968:30.944234,34.595323:30.939528,34.588525:30.934473,34.582076:30.928547,34.574233:30.925236,34.570747:30.922099,34.566913:30.920356,34.564298:30.91931,34.560987:30.917915,34.555409:30.917567,34.549832:30.916521,34.547043:30.915127,34.543209:30.914778,34.540071:30.91443,34.537108:30.914255,34.533448:30.913732,34.528917:30.912687,34.523688:30.911118,34.518459:30.909201,34.512184:30.906238,34.504515:30.904146,34.496149:30.902752,34.492663:30.901706,34.488306:30.901532,34.485517:30.901358,34.480637:30.901183,34.475757:30.901358,34.471748:30.902055,34.465474:30.902926,34.459373:30.903275,34.454493:30.902578,34.449613:30.901183,34.443512:30.899615,34.436541:30.897872,34.429918:30.895432,34.423643:30.893689,34.420157:30.891597,34.41824:30.889157,34.415974:30.886717,34.413708:30.883754,34.410397:30.881662,34.406911:30.880791,34.403599:30.880268,34.399242:30.880155,34.394865:30.879189,34.389556:30.877018,34.384489:30.874122,34.379904:30.869055,34.371942:30.867125,34.368322:30.862781,34.360601:30.859403,34.354086:30.85699,34.348536:30.85144,34.339608:30.846856,34.331646:30.844202,34.325372:30.840824,34.318857:30.836239,34.31017:30.831896,34.301243:30.820072,34.277837:30.816453,34.270357:30.813557,34.264566:30.81042,34.259257:30.805595,34.250812:30.800769,34.242367:30.797347,34.234121",https://www.gem.wiki/Israel%E2%80%93Egypt_Onshore_Gas_Pipeline,construction_plus
Jubilee–Atuabo Gas Pipeline,,gas_pipeline,,Ghana National Gas Company [100.00%],Ghana,operating,2,,,,line,nan,nan,"4.52,-2.95:4.979945,-2.530492",https://www.gem.wiki/Jubilee%E2%80%93Atuabo_Gas_Pipeline,operating
Khoms-Melita Pipeline,,gas_pipeline,,Libyan National Oil Corporation [100.00%],Libya,operating,,2,,bcm/y,line,nan,nan,"32.21030293,15.04123032:32.21720945,14.95581121:32.88312064,13.37044805:32.78685855,12.57453153",https://www.gem.wiki/Khoms-Melita_Pipeline,operating
Khoms-Tripoli Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [100.00%],Libya,operating,,17.05,,bcm/y,line,nan,nan,"32.518001,14.447243:32.566361,14.346852:32.608654,14.343266:32.617714,14.289485:32.681111,14.103044:32.732399,13.923773:32.777628,13.755258:32.795714,13.662037:32.789686,13.568817:32.768584,13.489937:32.765569,13.4254",https://www.gem.wiki/Khoms-Tripoli_gas_pipeline,operating
Libya Coastal Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [100.00%],Libya,operating,1983,604,,MMcf/d,line,nan,nan,"32.8538,12.2375:32.86,13.18:32.64,14.25:32.32,15.08:31.44,15.4:31.2,16.58:30.6352,18.3644:30.4723,18.551:30.22,19.03:30.4102,19.6091:30.8278,20.0484:31.19,20.26:32.1,20.09",https://www.gem.wiki/Libya_Coastal_Gas_Pipeline,operating
Maghreb-Europe Gas Pipeline,,gas_pipeline,,Enagás [unknown %]; Government of Morocco [unknown %]; SaskEnergy [unknown %]; Sonatrach [unknown %],"Algeria, Morocco, Spain, Portugal",mothballed,1996,12,,bcm/y,line,nan,nan,"32.9358193,3.2514804:33.3306283,-0.3197216:34.1020293,-1.6638716:34.1247633,-3.8063346:34.0974733,-4.0521966:35.7601872,-5.8496215:36.2445712,-6.0776305:37.0291612,-5.9403875:37.5288812,-5.0995865",https://www.gem.wiki/Maghreb-Europe_Gas_Pipeline,mothballed_plus
Matola Gas Company Pipeline,,gas_pipeline,,ENH [50.40%]; Gigajoule Group [49.60%],Mozambique,operating,2,20.77,,MMcf/d,line,nan,nan,"-25.440589,31.991431:-25.888101,32.433792:-25.959418,32.601177",https://www.gem.wiki/Matola_Gas_Company_Pipeline,operating
Medgaz Gas Pipeline,,gas_pipeline,,Sonatrach [51.00%]; Naturgy [49.00%],"Algeria, Spain",operating,2,8,,bcm/y,line,nan,nan,"32.9361,3.2516:34.1087281,2.0971467:35.3968053,0.1388036:35.3033015,-1.3902997:36.8330583,-2.4761491",https://www.gem.wiki/Medgaz_Gas_Pipeline,operating
Medjedel-Bordj Ménail Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,,11.3,,bcm/y,line,nan,nan,"35.0331,3.6353:36.741667,3.723056",https://www.gem.wiki/Medjedel-Bordj_M%C3%A9nail_Gas_Pipeline,operating
Mellitah-Gábes Pipeline,,gas_pipeline,,Gaz-system [100.00%],"Libya, Tunisia",cancelled,,193.5,,MMcf/d,line,nan,nan,"33.67917454453751,10.16015520339233:33.12382718170904,11.36968954795432:32.75220050168888,12.57376119864669",https://www.gem.wiki/Mellitah-G%C3%A1bes_Pipeline,cancelled
Mocta Douz-Beni Saf Gas Pipeline,,gas_pipeline,,Sonatrach [100.00%],Algeria,operating,,,,,line,nan,nan,"35.6148,-0.0411:35.3033015,-1.3902997",https://www.gem.wiki/Mocta_Douz-Beni_Saf_gas_pipeline,operating
Mozambique-South Africa Gas Pipeline,,gas_pipeline,,Sasol [50.00%]; Central Energy Fund Group [25.00%]; ENH [25.00%],"Mozambique, South Africa",operating,2,540.3,,MMcf/d,line,nan,nan,"-21.8261337,35.0923454:-25.6662335,32.2235414:-25.7058345,31.3253664:-26.5196815,29.1802424",https://www.gem.wiki/Mozambique-South_Africa_Gas_Pipeline,operating
Mtwara–Dar es Salaam Gas Pipeline,,gas_pipeline,,China National Petroleum Corporation [unknown %]; Tanzania Petroleum Development Corporation (TPDC) [unknown %],Tanzania,operating,2,8.1,,bcm/y,line,nan,nan,"-10.3110203,40.1624934:-8.3858965,39.2648784:-6.7961626,39.1934664",https://www.gem.wiki/Mtwara%E2%80%93Dar_es_Salaam_Gas_Pipeline,operating
Nasser-Brega Gas Pipeline,,gas_pipeline,,Libyan National Oil Corporation [100.00%],Libya,operating,,14.87,,bcm/y,line,nan,nan,"28.9162,19.7701:28.9384516,19.781:28.9833,19.7798:29.0027,19.7948:29.0667,19.8144:29.1246,19.8175:29.1452,19.8234:29.2898,19.8141:29.4575,19.8145:29.4964,19.8126:29.774,19.8831:29.8705,19.8173:30.2585,19.7163:30.3963,19.6064:30.4102,19.6091",https://www.gem.wiki/Nasser-Brega_gas_pipeline,operating
New Administrative Capital–Dahshur Gas Pipeline,,gas_pipeline,,Egyptian Natural Gas Holding Company [100.00%],Egypt,operating,2,,,,line,nan,nan,"29.9082594,31.7545438:29.806389,31.208056",https://www.gem.wiki/New_Administrative_Capital%E2%80%93Dahshur_Gas_Pipeline,operating
